LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,aka
MALAT1,lung adenocarcinoma,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29928414.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29916897.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,qPCR,up-regulated,29805668.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,29782349.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,qPCR,up-regulated,30841025.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,lung adenocarcinoma,"RT-qPCR, Western blot",up-regulated,31933847.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,"qRT-PCR, Western blot assay, Dual luciferase reporter gene assay, RIP",up-regulated,31863664.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,lung cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",up-regulated,31133357.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,lung cancer,qPCR,down-regulated,30026840.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",up-regulated,30250547.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31240979.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,non small cell lung cancer,qPCR etc.,down-regulated,26946307.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
","2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants,
 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
",,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
