LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
MALAT1,Nasopharyngeal Cancer,"Microarray, qPCR, Luciferase reporter assay, Cell migration and invasion assay etc.",differential expression,27584791.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Nasopharyngeal Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,26482776.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Nasopharyngeal Cancer,qPCR etc.,down-regulated,28467811.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Nasopharyngeal Cancer,"qPCR, Western blot etc.",up-regulated,23688988.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MEG3,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay etc",down-regulated,32277605.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Laryngeal Squamous Cell Cancer,"qPCR, Western blot",down-regulated,30915750.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Oral Squamous Cell Carcinoma,qPCR,up-regulated,30809930.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Oral Squamous Cell Carcinoma,"qPCR, Luciferase reporter assay, etc.",down-regulated,30556872.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Nasopharyngeal Cancer,"qPCR, MSP-PCR, Western blot, FISH etc.",down-regulated,27597634.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Tongue Squamous Cell Carcinoma,"Microarray, MSP-PCR, RNAi, Western blot etc.",down-regulated,24343426.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Oral Squamous Cell Carcinoma,qPCR etc.,down-regulated,23292713.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Oral Squamous Cell Carcinoma,"qPCR, Western blot etc.",down-regulated,28953964.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MIAT,Tongue Squamous Cell Carcinoma,"qRT-PCR , Western blot etc.",up-regulated,31166624.0,Also Known As: RNCR2; GOMAFU; C22orf35; LINC00066; NCRNA00066; lncRNA-MIAT,4,"NR_003491.3, NR_033319.2, NR_033320.2, NR_033321.2","122, 118, 118, 119","1,04,10,01,00,101","18,18,18,18","0,0,0,0",REVIEWED,RNCR2; GOMAFU; C22orf35; LINC00066; NCRNA00066; lncRNA-MIAT,"74,72,72,70","61,59,59,57","13,13,13,13","0,0,0,0","32,32,32,32","27,27,27,27","5,5,5,5","0,0,0,0"
MINCR,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,31760895.0,Also Known As: LINC01604,2,"NR_120682.1 ,NR_120683.1","3,3","3,3","0,0","0,0",REVIEWED,LINC01604,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MINCR,Oral Squamous Cell Carcinoma,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30777615.0,Also Known As: LINC01604,2,"NR_120682.1 ,NR_120683.1","3,3","3,3","0,0","0,0",REVIEWED,LINC01604,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MIR100HG,Laryngeal Squamous Cell Cancer,qRT-PCR etc.,up-regulated,31114240.0,Also Known As: AGD1; lncRNA-N2; linc-NeD125,23,"NR_024430.2, NR_137175.1, NR_137176.1, NR_137177.1, NR_137178.1, NR_137179.1, NR_137180.1, NR_137181.1, NR_137182.1, NR_137183.1, NR_137184.1, NR_137185.1, NR_137186.1, NR_137187.1, NR_137188.1, NR_137189.1, NR_137190.1, NR_137191.1, NR_137192.1, NR_137193.1, NR_137194.1, NR_137195.1, NR_137196.1","8, 10, 6, 6, 7, 6, 7, 8, 8, 4, 4, 4, 3, 3, 4, 7, 7, 7, 3, 5, 4, 8, 8","8,10,6,6,7,6,7,8,8,4,4,4,5,5,7,10,11,12,4,7,7,7,7","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,AGD1; lncRNA-N2; linc-NeD125,"6,6,2,2,2,2,5,6,6,2,2,2,2,2,2,6,6,6,2,5,2,5,5","6,6,2,2,2,2,5,6,6,2,2,2,2,2,2,6,6,6,2,5,2,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
miR143HG,Laryngeal Squamous Cell Cancer,RT-qPCR,down-regulated,31872875.0,"Also Known As: CARMEN, MIR143HG",2 (CARMN),"NR_105059.1, NR_105060.1 (CARMN)","13,11(CARMN)","12,10","1,1","0,0",VALIDATED (CARMN),CARMEN; MIR143HG,"4,4","3,3","1,1","0,0","1,1","0,0","1,1","0,0"
MIR155HG,Laryngeal Squamous Cell Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31081043.0,Also Known As: BIC; MIRHG2; NCRNA00172,1,NR_001458.3,5,5,0,0,REVIEWED,BIC; MIRHG2; miPEP155; NCRNA00172,1,1,0,0,0,0,0,0
MIR22HG,Laryngocarcinoma,"RT-qPCR, Western blot",down-regulated,32094308.0,Also Known As: C17orf91,4,"NR_028502.1, NR_028503.1, NR_028504.1, NR_028505.1","22, 16, 10, 10","20,15,9,9","2,1,1,1","0,0,0,0",VALIDATED,C17orf91,"7,5,2,2","6,5,2,2","1,0,0,0","0,0,0,0","1,0,0,0","0,0,0,0","1,0,0,0","0,0,0,0"
MIR31HG,Head And Neck Cancer,"qPCR, Western blot, other",up-regulated,30458787.0,Also Known As: LncHIFCAR; hsa-lnc-31,4,"NR_027054.2, NR_152877.1,
NR_152878.1, NR_152879.1","20,13,12,19","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED,LncHIFCAR; hsa-lnc-31,"8,3,3,8","7,3,3,7","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0"
MIR31HG,Laryngeal Squamous Cell Cancer,"Microarray, qPCR etc.",up-regulated,28033431.0,Also Known As: LncHIFCAR; hsa-lnc-31,4,"NR_027054.2, NR_152877.1,
NR_152878.1, NR_152879.1","20,13,12,19","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED,LncHIFCAR; hsa-lnc-31,"8,3,3,8","7,3,3,7","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0"
MIR4435-2HG,Oral Squamous Cell Carcinoma,"RT-qPCR, Western blot",up-regulated,32016787.0,Also Known As: MIR4435-2HG; AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH,8 (MIR4435-2HG),"MIR4435-2HG (NR_015395.2, NR_024373.2, NR_136161.1, NR_136162.1, NR_136163.1, NR_136164.1, NR_136165.1, NR_136166.1) ","23, 5, 10, 24, 15, 10, 8, 21 (MIR4435-2HG)","23,5,10,24,15,10,8,21","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",VALIDATED (MIR4435-2HG),AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH,"6,4,5,6,5,4,4,6","6,4,5,6,5,4,4,6","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
MORT,Oral Squamous Cell Carcinoma,qPCR,down-regulated,30805944.0,Also Known As: ZNF667-AS1; MORT,2 (ZNF667-AS1),ZNF667-AS1 (NR_036521.1; NR_036522.1),"10, 5 (ZNF667-AS1)","9,4","1,1","0,0",VALIDATED (ZNF667-AS1),MORT,"3,2","2,1","1,1","0,0","2,2","2,2","0,0","0,0"
MRVI1-AS1,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay",differential expression,31273338.0,Also Known As: IRAG1-AS1,4,"NR_046374.1, NR_046375.1,
NR_034093.2, NR_034094.2","7,6,6,6","7,6,6,6","0,0,0,0","0,0,0,0",VALIDATED,MRVI1-AS1,"1,1,1,1","1,1,1,1","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
MYOSLID,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot",up-regulated,31238980.0,,1,NR_146555.1,7,7,0,0,VALIDATED,"myocardin-induced smooth muscle lncRNA, inducer of differentiation;MYOSLID;HSALNG0021858;NONHSAG030360.2;HSALNG0021850",1,1,0,0,0,0,0,0
NAG7,Nasopharyngeal Cancer,"Microarray, ISH etc.",down-regulated,23529758.0,Also known as: NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,1,NR_024065.3,10,9,1,0,REVIEWED,NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,2,1,1,0,1,1,0,0
NAG7,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, ISH etc.",up-regulated,19591174.0,Also known as: NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,1,NR_024065.3,10,9,1,0,REVIEWED,NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,2,1,1,0,1,1,0,0
NAG7,Nasopharyngeal Cancer,"Western blot, Northern blot etc.",down-regulated,12452030.0,Also known as: NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,1,NR_024065.3,10,9,1,0,REVIEWED,NAG7; ERR10; NAG-7; ERR-10; LMCD1DN; LOH3CR2A; NCRNA00312,2,1,1,0,1,1,0,0
