LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
TP73-AS1,cervical cancer,"qRT-PCR, RIP, Dual luciferase reporter assay, Western blot",up-regulated,31663517,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter
TP73-AS1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31232491,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter
TPT1-AS1,cervical cancer,"qPCR, Western blot",up-regulated,30045766,,1,NR_024458.1,12,12,0,0,VALIDATED,0,0,,,,
TTN-AS1,cervical cancer,"qPCR, Western blot, Luciferase assay, RIP",up-regulated,30135013,,2,"NR_038272.1, NR_038271.1","32,13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (2-2G, 1-C-rich)","[0.911, 0.8, 0.658, 
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",,0,0,No PQS found on G4 Hunter
TUG1,cervical cancer,"qPCR, Western blot, RIP",up-regulated,31646551,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter"
TUG1,cervical cancer,"qPCR, Western blot etc.",up-regulated,29029428,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter"
TUG1,cervical cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell migration and invasion assay etc.",up-regulated,28088836,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter"
TUSC8,cervical cancer,"qRT-PCR, Western blotting, RIP etc.",down-regulated,31033083,Also Known As: TUSC8; LINC01071; XLOC_010588,1,NR_104174.1,9,9,0,0,VALIDATED,1 (C-rich),[-0.894 (C-rich)],,0,0,No PQS found on G4 Hunter
UCA1,cervical cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,30015920,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,"qPCR, Luciferase Reporter Assay etc",up-regulated,32329829,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,"Microarray, qPCR, Western blot",up-regulated,31949782,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,papillomavirus-mediated cervical cancer,RNA-seq etc.,up-regulated,28970820,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,qPCR etc.,up-regulated,29620291,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,28414550,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,"qPCR, Western blot, Northern blot, Flow cytometry assay etc.",up-regulated,17416635,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
UCA1,cervical cancer,"qPCR, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29523226,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
WT1-AS,cervical cancer,"qPCR, Western blot, RIP, luciferase reporter assay etc.",down-regulated,32319820,Also Known As: WT1-AS; WIT1; WIT-1; WT1AS; WT1-AS1,5,"WT1-AS (NR_120546.1, NR_120547.1, NR_023920.2, NR_120548.1, NR_120549.1)","32, 24, 13, 13, 10","29, 22, 11, 12, 9","2, 1, 1, 1, 1 (WT1-AS)

PQS 1 and 2 of 1st variant is diferent from other variants.
PQS of 2nd, 3rd, 4th and 5th variants are same","1, 1, 1, 0, 0 (WT1-AS)",VALIDATED,"12 ( 3 - 2G, 2 - 3G, 2 - 4G, 5 - C-rich);
9  (3 - 2G, 1 - 3G, 1 - 4G, 4 - C-rich);
7 (3 - 2G, 1 - 3G, 1 - 4G, 2 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich)","[0.891, 0.891, 0.725, (2G);  0.887, 0.881 (3G); 0.931, 0.75 (4G);  -0.913, -0.911, -0.717, -0.788, -0.978 (C-rich)]; 
[0.848, 0.793, 0.667 (2G);  0.827 (3G); 0.75 (4G); -0.59,  -0.717, -0.788, -0.678 (C-rich)];
[0.848, 0.793, 0.652 (2G); 0.827 (3G); 0.75 (4G); -0.59, -0.717 (C-rich)]; 
[0.848, 0.793 (2G);  0.827 (3G); -0.59 (C-rich)]; 
[0.848, 0.793 (2G); , 0.827 (3G); -0.59 (C-rich)] 
","For Variants 1, 2, 3,
The PQS 1 (4G) from QGRS mapper is similar to / a part of PQS 1 (4G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, It appears that at a time only one G tract can be formed from PQS 1, 2 (4G) of G4 Hunter due to overlapping sequences.

For Variants 1, 2, 3, 4, 5,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter, with a left frame-shift in G4 Hunter","2 (1 - 3G, 1 - C-rich);
1 (C -rich);
 0;
 0;
 0","[1.457 (3G); -1.422 (C-rich)]; 
[-1.422 (C-rich)]","For Variant 1,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter"
WT1-AS,cervical cancer,"qPCR, Luciferase reporter assay",down-regulated,30720155,Also Known As: WT1-AS; WIT1; WIT-1; WT1AS; WT1-AS1,5,"WT1-AS (NR_120546.1, NR_120547.1, NR_023920.2, NR_120548.1, NR_120549.1)","32, 24, 13, 13, 10","29, 22, 11, 12, 9","2, 1, 1, 1, 1 (WT1-AS)

PQS 1 and 2 of 1st variant is diferent from other variants.
PQS of 2nd, 3rd, 4th and 5th variants are same","1, 1, 1, 0, 0 (WT1-AS)",VALIDATED,"12 ( 3 - 2G, 2 - 3G, 2 - 4G, 5 - C-rich);
9  (3 - 2G, 1 - 3G, 1 - 4G, 4 - C-rich);
7 (3 - 2G, 1 - 3G, 1 - 4G, 2 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich)","[0.891, 0.891, 0.725, (2G);  0.887, 0.881 (3G); 0.931, 0.75 (4G);  -0.913, -0.911, -0.717, -0.788, -0.978 (C-rich)]; 
[0.848, 0.793, 0.667 (2G);  0.827 (3G); 0.75 (4G); -0.59,  -0.717, -0.788, -0.678 (C-rich)];
[0.848, 0.793, 0.652 (2G); 0.827 (3G); 0.75 (4G); -0.59, -0.717 (C-rich)]; 
[0.848, 0.793 (2G);  0.827 (3G); -0.59 (C-rich)]; 
[0.848, 0.793 (2G); , 0.827 (3G); -0.59 (C-rich)] 
","For Variants 1, 2, 3,
The PQS 1 (4G) from QGRS mapper is similar to / a part of PQS 1 (4G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, It appears that at a time only one G tract can be formed from PQS 1, 2 (4G) of G4 Hunter due to overlapping sequences.

For Variants 1, 2, 3, 4, 5,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter, with a left frame-shift in G4 Hunter","2 (1 - 3G, 1 - C-rich);
1 (C -rich);
 0;
 0;
 0","[1.457 (3G); -1.422 (C-rich)]; 
[-1.422 (C-rich)]","For Variant 1,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter"
WT1-AS,cervical squamous cell carcinoma,"RT-qPCR, Western-blot",down-regulated,31694597,Also Known As: WT1-AS; WIT1; WIT-1; WT1AS; WT1-AS1,5,"WT1-AS (NR_120546.1, NR_120547.1, NR_023920.2, NR_120548.1, NR_120549.1)","32, 24, 13, 13, 10","29, 22, 11, 12, 9","2, 1, 1, 1, 1 (WT1-AS)

PQS 1 and 2 of 1st variant is diferent from other variants.
PQS of 2nd, 3rd, 4th and 5th variants are same","1, 1, 1, 0, 0 (WT1-AS)",VALIDATED,"12 ( 3 - 2G, 2 - 3G, 2 - 4G, 5 - C-rich);
9  (3 - 2G, 1 - 3G, 1 - 4G, 4 - C-rich);
7 (3 - 2G, 1 - 3G, 1 - 4G, 2 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich)","[0.891, 0.891, 0.725, (2G);  0.887, 0.881 (3G); 0.931, 0.75 (4G);  -0.913, -0.911, -0.717, -0.788, -0.978 (C-rich)]; 
[0.848, 0.793, 0.667 (2G);  0.827 (3G); 0.75 (4G); -0.59,  -0.717, -0.788, -0.678 (C-rich)];
[0.848, 0.793, 0.652 (2G); 0.827 (3G); 0.75 (4G); -0.59, -0.717 (C-rich)]; 
[0.848, 0.793 (2G);  0.827 (3G); -0.59 (C-rich)]; 
[0.848, 0.793 (2G); , 0.827 (3G); -0.59 (C-rich)] 
","For Variants 1, 2, 3,
The PQS 1 (4G) from QGRS mapper is similar to / a part of PQS 1 (4G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, It appears that at a time only one G tract can be formed from PQS 1, 2 (4G) of G4 Hunter due to overlapping sequences.

For Variants 1, 2, 3, 4, 5,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter, with a left frame-shift in G4 Hunter","2 (1 - 3G, 1 - C-rich);
1 (C -rich);
 0;
 0;
 0","[1.457 (3G); -1.422 (C-rich)]; 
[-1.422 (C-rich)]","For Variant 1,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter"
WT1-AS,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30666161,Also Known As: WT1-AS; WIT1; WIT-1; WT1AS; WT1-AS1,5,"WT1-AS (NR_120546.1, NR_120547.1, NR_023920.2, NR_120548.1, NR_120549.1)","32, 24, 13, 13, 10","29, 22, 11, 12, 9","2, 1, 1, 1, 1 (WT1-AS)

PQS 1 and 2 of 1st variant is diferent from other variants.
PQS of 2nd, 3rd, 4th and 5th variants are same","1, 1, 1, 0, 0 (WT1-AS)",VALIDATED,"12 ( 3 - 2G, 2 - 3G, 2 - 4G, 5 - C-rich);
9  (3 - 2G, 1 - 3G, 1 - 4G, 4 - C-rich);
7 (3 - 2G, 1 - 3G, 1 - 4G, 2 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich);
4 (2 - 2G, 1 - 3G, 1 - C-rich)","[0.891, 0.891, 0.725, (2G);  0.887, 0.881 (3G); 0.931, 0.75 (4G);  -0.913, -0.911, -0.717, -0.788, -0.978 (C-rich)]; 
[0.848, 0.793, 0.667 (2G);  0.827 (3G); 0.75 (4G); -0.59,  -0.717, -0.788, -0.678 (C-rich)];
[0.848, 0.793, 0.652 (2G); 0.827 (3G); 0.75 (4G); -0.59, -0.717 (C-rich)]; 
[0.848, 0.793 (2G);  0.827 (3G); -0.59 (C-rich)]; 
[0.848, 0.793 (2G); , 0.827 (3G); -0.59 (C-rich)] 
","For Variants 1, 2, 3,
The PQS 1 (4G) from QGRS mapper is similar to / a part of PQS 1 (4G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, It appears that at a time only one G tract can be formed from PQS 1, 2 (4G) of G4 Hunter due to overlapping sequences.

For Variants 1, 2, 3, 4, 5,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

For Variant 1, PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter, with a left frame-shift in G4 Hunter","2 (1 - 3G, 1 - C-rich);
1 (C -rich);
 0;
 0;
 0","[1.457 (3G); -1.422 (C-rich)]; 
[-1.422 (C-rich)]","For Variant 1,
The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter"
XIST,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29909347,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper
XIST,cervical cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30858762,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper
