LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
NORAD,prostate cancer,"qPCR, Western blot",up-regulated,31342822,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (6 - 2G, 1 - 3G, 5 - C-rich)","[0.894, 0.778, 0.681, 0.911, 0.75,  0.824 (2G); 1.167 (3G);  -0.911, -0.882, -0.825, -1.118, -0.938 (C-rich)]","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter
",2 (3G),"[1.337, 1.354 (3G)]","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 from 0.9 threshold overlaps with PQS 1 from 1.4 threshold, can be considered as one.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2 from G4 Hunter"
NR2F2-AS1,prostate cancer,"qPCR , Western blot etc.",up-regulated,31566058,,3,"NR_102743.1, NR_102744.1, NR_125738.1","9, 4, 3","9, 4, 3","0, 0, 0","0, 0, 0",VALIDATED,"2 (2G);
0;
2 (c-rich)","[1, 0.891 (2G)];
0;
[-0.911, -0.821 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
OSTN-AS1,prostate cancer,qPCR,up-regulated,29923546,,1,NR_133663.1,1,1,0,0,VALIDATED,0,0,No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
PART1,prostate cancer,"qPCR, Western blotting, Microarray etc.",up-regulated,29261512,Also Known As: NCRNA00206,3,"NR_024617.1, NR_028508.1, NR_028509.1","18, 11, 21","18, 11, 20","0, 0, 1","0, 0, 0",VALIDATED,"8 (6 - 2G, 2 - C-rich);
1  (2G);
14 (4 - 2G, 10 - C-rich)","[0.872, -0.86, -0.875, 0.872, 0.913, 0.913, 0.911, 0.911];
[0.872];
[0.872, -0.865, -0.804, 0.72, 0.788, 0.911, -0.843, -0.767, -0.83, -0.96, -0.837, -0.911, -0.911, -0.797]",No similarity to PQS (2G) from QGRS mapper,"0;
0;
1 (3G)","0; 
0; 
[-1.014 (3G)]",PQS (3G) from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter for Variant 3
PCA3,prostate cancer,"qPCR, Western blot, etc.",up-regulated,30569456,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,PROGENSA PCA3 assay etc.,up-regulated,21883822,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,differential expression,21655300,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR,up-regulated,28938580,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, western blot etc.",differential expression,28739722,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,down-regulated,26960690,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, RNAi, Northern blot, Cell apoptosis assay etc.",up-regulated,26080435,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,PCR etc.,up-regulated,25445501,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, in vitro knockdown etc.",up-regulated,23130941,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"RNA-seq, qPCR etc.",up-regulated,22349460,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,up-regulated,20114043,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,up-regulated,20332487,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,up-regulated,19319183,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,Northern blot etc.,up-regulated,14607216,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,qPCR etc.,up-regulated,11980670,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, Northern blot etc.",up-regulated,10606244,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay, Cell proliferation assay etc.",differential expression,27743381,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",up-regulated,23728290,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCA3,prostate cancer,"qPCR, Northern blot etc.",up-regulated,23726266,Also known asDD3; PCAT3; NCRNA00019; PRUNE2-AS1,3,"NR_132312.1, NR_015342.2 , NR_132313.1 ",2011-12-11 00:00:00,"11,10,10","1,1,1","0,0,0",REVIEWED,"8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich);
8 (4- 2G, 4 - C-rich)","[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)];
[0.863, 0.911, 0.813, 0.789 (2G); -1.013, -0.911, -0.911, -0.891 (C-rich)]",,"2 (C-rich);
2 (C-rich);
2 (C-rich)","[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)];
[-1.391, 1.313 (C-rich)]",No similarity to PQS from QGRS Mapper
PCAN-R1,prostate cancer,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",up-regulated,23728290,Also Known As: PCAT6; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1",2021-04-03 00:00:00,2021-03-02 00:00:00,2021-01-01 00:00:00,"0, 0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper
"PCAN-R2 
PCAT7",prostate cancer,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",up-regulated,23728290,Also Known as: PCAT7; PCAN-R2,4 (PCAT7),"PCAT7 (NR_121566.2, NR_121567.2 , NR_121568.2, NR_121569.2)","16, 15, 11, 15 (PCAT7)","15, 14, 10, 14 (PCAT7)","1, 1, 1, 1 (PCAT7)","0, 0, 0 ,0 (PCAT7)",VALIDATED  (PCAT7),"5 (2G);
5 (2G);
2 (2G);
5 (2G)","[0.879, 0.891, 0.904, 0.746, 0.872 (2G)];
[0.879, 0.891, 0.904, 0.746, 0.872 (2G)];
[0.746, 0.872 (2G)];
[0.879, 0.891, 0.904, 0.746, 0.872 (2G)]",No similarity to PQS (2G) from QGRS mapper,"0, 0, 0, 0","0, 0, 0, 0",No PQS found in G4 Hunter
PCAT1,prostate cancer,"qPCR, RNA-seq, RIP",up-regulated,30773595,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,qPCR etc.,up-regulated,28945760,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"qPCR, RNAi, Luciferase reporter assay etc.",up-regulated,25425964,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,qPCR etc.,up-regulated,29378170,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"qPCR, in vitro knockdown, Western blot",up-regulated,28884413,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"qPCR, luciferase reporter assays, Western blot etc.",up-regulated,28922730,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"Microarray, qPCR, RNAi, Western blot, Luciferase reporter assay etc.",up-regulated,24473064,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",up-regulated,23728290,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT1,prostate cancer,"RNA-seq, qPCR, Western blot etc.",up-regulated,21804560,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
PCAT14,prostate cancer,"RNA-seq, qPCR, RNAi, ISH etc.",up-regulated,27566105,,1,NR_109832.1,7,7,0,0,VALIDATED,3 (2G),"[0.957, 0.849, 0.911 (2G)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PCAT18,prostate cancer,"Microarray, qPCR, RNAi etc.",up-regulated,24519926,Also Known As: LINC01092,1,NR_024259.1 ,8,7,1,0,VALIDATED,1 (3G),[0.833 (3G)],"
PQS 10 (3G) of QGRS mapper is similar to / a part of PQS 1 (3G) of G4 hunter ",0,0,No PQS found in G4 Hunter
PCAT19,prostate cancer,"qPCR, Western blot, luciferase reporter assay",,30033362,"Also Known As: LINC01190

Variant X1,X2,X3: PREDICTED Sequence,",5,"NR_040109.2, NR_136334.1 (Variant 1 and 2)
+
XR_001756399.1 , XR_001756400.1 , XR_002958911.1 (Variant X1, X2 and X3)","18, 15 (Variant 1 and 2)
+
5, 4, 7","18, 15 (Variant 1 and 2)
+
5, 4,7","0, 0 (Variant 1 and 2)
+
0, 0,0","0, 0 (Variant 1 and 2)
+
0, 0,0","VALIDATED (Variant 1 and 2)
+
PREDICTED (Variant X1, X2, X3)","1 (C-rich);
1 (C-rich)","[-0.766 (C-rich)];
[-0.766 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PCAT29,prostate cancer,"qPCR, Western blot etc.",down-regulated,28467474,,2," NR_126437.1, NR_126438.1",2021-07-04 00:00:00,2021-07-04 00:00:00,"0, 0","0, 0",REVIEWED,"2 (2G);
0","[0.911, 0.917 (2G)];
0",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PCAT29,prostate cancer,"qPCR, Western blot etc.",down-regulated,25700553,,2," NR_126437.1, NR_126438.1",2021-07-04 00:00:00,2021-07-04 00:00:00,"0, 0","0, 0",REVIEWED,"2 (2G);
0","[0.911, 0.917 (2G)];
0",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PCAT29,prostate cancer,"Microarray, qPCR etc.",down-regulated,25030374,,2," NR_126437.1, NR_126438.1",2021-07-04 00:00:00,2021-07-04 00:00:00,"0, 0","0, 0",REVIEWED,"2 (2G);
0","[0.911, 0.917 (2G)];
0",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
